CEO,address,address2,city,companyName,country,description,employees,exchange,industry,issueType,phone,primarySicCode,sector,securityName,state,symbol,tags,website,zip
,,,,WisdomTree Trust,,,,NYSE ARCA,Securities and Commodity Exchanges,et,,6221,Finance and Insurance,WisdomTree Trust - WisdomTree International Hedged Quality Dividend Gr,,IHDG,"['Miscellaneous', 'Investment Trusts/Mutual Funds', 'Finance and Insurance', 'Securities and Commodity Exchanges']",,
,,,,BlackRock Institutional Trust Company N.A.,,,,NYSE ARCA,,et,,,,BlackRock Institutional Trust Company N.A. - iShares U.S. Pharmaceutic,,IHE,"['Miscellaneous', 'Investment Trusts/Mutual Funds']",,
,,,,BlackRock Institutional Trust Company N.A.,,,,NYSE ARCA,,et,,,,BlackRock Institutional Trust Company N.A. - iShares U.S. Healthcare P,,IHF,"['Miscellaneous', 'Investment Trusts/Mutual Funds']",,
Keith Barr,Broadwater Park,,Denham,Intercontinental Hotels Group,United Kingdom,,,"NEW YORK STOCK EXCHANGE, INC.",Travel Agencies,ad,441895512000,7011,Administrative and Support and Waste Management and Remediation Services,Intercontinental Hotels Group - ADR,Buckinghamshire,IHG,"['Travel Agencies', 'Consumer Services', 'Administrative and Support and Waste Management and Remediation Services', 'Hotels/Resorts/Cruiselines']",https://www.ihgplc.com/,UB9 5HR
,,,,BlackRock Institutional Trust Company N.A.,,,,NYSE ARCA,,et,,,,BlackRock Institutional Trust Company N.A. - iShares U.S. Medical Devi,,IHI,"['Miscellaneous', 'Investment Trusts/Mutual Funds']",,
,,,,Invesco High Income 2023 Target Term Fund,,,,"NEW YORK STOCK EXCHANGE, INC.",,cs,,,,Invesco High Income 2023 Target Term Fund,,IHIT,"['Miscellaneous', 'Investment Trusts/Mutual Funds']",,
,,,,iHeartMedia Inc,,,,NASDAQ/NGS (GLOBAL SELECT MARKET),Radio Networks ,cs,,4832,Information,iHeartMedia Inc - Class A New,,IHRT,"['Consumer Services', 'Broadcasting', 'Information', 'Radio Networks ']",,
,,,,Innsuites Hospitality Trust,,,,NYSE MKT LLC,Other Financial Vehicles ,cs,,6798,Finance and Insurance,Innsuites Hospitality Trust,,IHT,"['Finance', 'Real Estate Investment Trusts', 'Finance and Insurance', 'Other Financial Vehicles ']",,
,,,,Invesco High Income 2024 Target Term Fund,,,,"NEW YORK STOCK EXCHANGE, INC.",,cs,,,,Invesco High Income 2024 Target Term Fund,,IHTA,"['Miscellaneous', 'Investment Trusts/Mutual Funds']",,
,,,,VanEck Vectors ETF Trust,,,,NYSE ARCA,,et,,,,VanEck Vectors ETF Trust - VanEck Vectors International High Yield Bon,,IHY,"['Miscellaneous', 'Investment Trusts/Mutual Funds']",,
,,,,Invesco Capital Management LLC,,,,NASDAQ/NMS (GLOBAL MARKET),,et,,,,Invesco Capital Management LLC - Invesco High Yield Bond Factor ETF,,IHYF,[],,
,,,,Investindustrial Acquisition Corp,,,,"NEW YORK STOCK EXCHANGE, INC.",,cs,,6770,,Investindustrial Acquisition Corp - Class A,,IIAC,[],,
,,,,Investindustrial Acquisition Corp,,,,"NEW YORK STOCK EXCHANGE, INC.",,wt,,6770,,Investindustrial Acquisition Corp - Warrants (30/10/2027),,IIAC+,[],,
,,,,Investindustrial Acquisition Corp,,,,"NEW YORK STOCK EXCHANGE, INC.",,,,6770,,Investindustrial Acquisition Corp - Units (1 Ord Class A & 1/3 War),,IIAC=,"['Finance', 'Financial Conglomerates']",,
Shaun Mathews,7337 E Doubletree Ranch Rd Ste 100,,Scottsdale,Voya International High Dividend Equity Income Fund,US,,,"NEW YORK STOCK EXCHANGE, INC.",,cs,18009920180,,,Voya International High Dividend Equity Income Fund,Arizona,IID,"['Miscellaneous', 'Investment Trusts/Mutual Funds']",https://individuals.voya.com/product/closed-end-fund/profile/voya-international-high-dividend-equity-income-fund,85258-2167
,522 5th Ave Fl 19,,New York,Morgan Stanley India Investment Fund Inc,US,,,"NEW YORK STOCK EXCHANGE, INC.",,cs,18008696397,,,Morgan Stanley India Investment Fund Inc,New York,IIF,"['Miscellaneous', 'Investment Trusts/Mutual Funds']",,10036-7601
,,,,Invesco Exchange-Traded Self-Indexed Fund Trust,,,,NYSE ARCA,,et,,,,Invesco Exchange-Traded Self-Indexed Fund Trust - Invesco Investment G,,IIGD,"['Miscellaneous', 'Investment Trusts/Mutual Funds']",,
,,,,Invesco Exchange-Traded Self-Indexed Fund Trust,,,,NYSE ARCA,,et,,,,Invesco Exchange-Traded Self-Indexed Fund Trust - Invesco Investment G,,IIGV,"['Miscellaneous', 'Investment Trusts/Mutual Funds']",,
Michael Connors,2187 Atlantic St,,Stamford,Information Services Group Inc.,US,,,NASDAQ/NMS (GLOBAL MARKET),"Data Processing, Hosting, and Related Services",cs,12035173100,8742,Information,Information Services Group Inc.,Connecticut,III,"['Commercial Services', 'Miscellaneous Commercial Services', 'Information', 'Data Processing, Hosting, and Related Services']",http://www.isg-one.com/,06902-6880
,,,,INSU Acquisition Corp III,,,,NASDAQ CAPITAL MARKET,,cs,,6770,,INSU Acquisition Corp III - Class A,,IIII,[],,
,,,,INSU Acquisition Corp III,,,,NASDAQ CAPITAL MARKET,,,,6770,,INSU Acquisition Corp III - Units (1 Ord Share Class A & 1/3 War),,IIIIU,[],,
,,,,INSU Acquisition Corp III,,,,NASDAQ CAPITAL MARKET,,wt,,6770,,INSU Acquisition Corp III - Warrants (31/12/2026),,IIIIW,[],,
H. Woltz,1373 Boggs Dr,,Mount Airy,"Insteel Industries, Inc.",US,,,NASDAQ/NGS (GLOBAL SELECT MARKET),Steel Wire Drawing ,cs,13367862141,3315,Manufacturing,"Insteel Industries, Inc.",North Carolina,IIIN,"['Producer Manufacturing', 'Metal Fabrication', 'Manufacturing', 'Steel Wire Drawing ']",http://insteel.com/,27030-2145
,40 Burton Hills Blvd Ste 415,,Nashville,i3 Verticals Inc,US,,,NASDAQ/NGS (GLOBAL SELECT MARKET),All Other Business Support Services ,cs,16154654499,7389,Administrative and Support and Waste Management and Remediation Services,i3 Verticals Inc - Class A,Tennessee,IIIV,"['All Other Business Support Services ', 'Technology Services', 'Administrative and Support and Waste Management and Remediation Services', 'Packaged Software']",http://i3verticals.com/,37215-6186
,155 Federal St Ste 700,,Boston,Invesco Value Municipal Income Trust,US,,,"NEW YORK STOCK EXCHANGE, INC.",,cs,14044393217,,,Invesco Value Municipal Income Trust,Massachusetts,IIM,"['Miscellaneous', 'Investment Trusts/Mutual Funds']",,02110-1727
Mark Gorder,1260 Red Fox Road,,Arden Hills,IntriCon Corporation,US,,,NASDAQ/NMS (GLOBAL MARKET),Other Commercial and Service Industry Machinery Manufacturing ,cs,16516369770,3699,Manufacturing,IntriCon Corporation,Minnesota,IIN,"['Health Technology', 'Medical Specialties', 'Manufacturing', 'Other Commercial and Service Industry Machinery Manufacturing ']",https://www.intricon.com/,55112
Paul Smithers,1389 Center Drive,Suite 200,Park City,Innovative Industrial Properties Inc,US,,,"NEW YORK STOCK EXCHANGE, INC.",Lessors of Other Real Estate Property ,cs,18589973332,6519,Real Estate and Rental and Leasing,Innovative Industrial Properties Inc,Utah,IIPR,"['Finance', 'Real Estate Investment Trusts', 'Real Estate and Rental and Leasing', 'Lessors of Other Real Estate Property ']",http://innovativeindustrialproperties.com/,84098
Paul Smithers,1389 Center Drive,Suite 200,Park City,Innovative Industrial Properties Inc,US,,,"NEW YORK STOCK EXCHANGE, INC.",Lessors of Other Real Estate Property ,ps,18589973332,6519,Real Estate and Rental and Leasing,Innovative Industrial Properties Inc - 9% PRF PERPETUAL USD 25 - Ser A,Utah,IIPR-A,"['Finance', 'Real Estate Investment Trusts', 'Real Estate and Rental and Leasing', 'Lessors of Other Real Estate Property ']",http://innovativeindustrialproperties.com/,84098
Vincent Mattera,375 Saxonburg Blvd,,Saxonburg,Ii-Vi Inc.,US,,,NASDAQ/NGS (GLOBAL SELECT MARKET),Optical Instrument and Lens Manufacturing ,cs,17243524455,3827,Manufacturing,Ii-Vi Inc.,Pennsylvania,IIVI,"['Electronic Technology', 'Electronic Components', 'Electronic Equipment/Instruments', 'Manufacturing', 'Optical Instrument and Lens Manufacturing ']",https://www.ii-vi.com/,16056-9430
Vincent Mattera,375 Saxonburg Blvd,,Saxonburg,Ii-Vi Inc.,US,,,NASDAQ/NGS (GLOBAL SELECT MARKET),Optical Instrument and Lens Manufacturing ,ps,17243524455,3827,Manufacturing,Ii-Vi Inc. - 6% PRF PERPETUAL USD 200 - Ser A,Pennsylvania,IIVIP,"['Electronic Technology', 'Electronic Equipment/Instruments', 'Manufacturing', 'Optical Instrument and Lens Manufacturing ']",https://www.ii-vi.com/,16056-9430
,,,,Innovator ETFs Trust,,,,NYSE ARCA,,et,,,,Innovator ETFs Trust - Innovator MSCI EAFE Power Buffer ETF - January,,IJAN,"['Miscellaneous', 'Investment Trusts/Mutual Funds']",,
,,,,BlackRock Institutional Trust Company N.A.,,,,NYSE ARCA,,et,,,,BlackRock Institutional Trust Company N.A. - iShares Core S&P Mid-Cap ,,IJH,"['Miscellaneous', 'Investment Trusts/Mutual Funds']",,
,,,,BlackRock Institutional Trust Company N.A.,,,,NYSE ARCA,,et,,,,BlackRock Institutional Trust Company N.A. - iShares S&P Mid-Cap 400 V,,IJJ,"['Miscellaneous', 'Investment Trusts/Mutual Funds']",,
,,,,BlackRock Institutional Trust Company N.A.,,,,NYSE ARCA,,et,,,,BlackRock Institutional Trust Company N.A. - iShares S&P Mid-Cap 400 G,,IJK,"['Miscellaneous', 'Investment Trusts/Mutual Funds']",,
,,,,BlackRock Institutional Trust Company N.A.,,,,NYSE ARCA,,et,,,,BlackRock Institutional Trust Company N.A. - iShares Core S&P Small-Ca,,IJR,"['Miscellaneous', 'Investment Trusts/Mutual Funds']",,
,,,,BlackRock Institutional Trust Company N.A.,,,,NYSE ARCA,,et,,,,BlackRock Institutional Trust Company N.A. - iShares S&P Small-Cap 600,,IJS,"['Miscellaneous', 'Investment Trusts/Mutual Funds']",,
,,,,BlackRock Institutional Trust Company N.A.,,,,NASDAQ/NMS (GLOBAL MARKET),,et,,,,BlackRock Institutional Trust Company N.A. - BTC iShares S&P Small-Cap,,IJT,"['Miscellaneous', 'Investment Trusts/Mutual Funds']",,
,,,,Innovator ETFs Trust,,,,NYSE ARCA,,et,,,,Innovator ETFs Trust - Innovator MSCI EAFE Power Buffer ETF - July,,IJUL,"['Miscellaneous', 'Investment Trusts/Mutual Funds']",,
,,,,Ikonics Corporation,,,,NASDAQ CAPITAL MARKET,Paint and Coating Manufacturing,cs,,3861,Manufacturing,Ikonics Corporation,,IKNX,"['Process Industries', 'Industrial Specialties', 'Chemicals: Major Diversified', 'Manufacturing', 'Paint and Coating Manufacturing']",,
,3350 Riverwood Pkwy SE Ste 1927,,Atlanta,Inhibikase Therapeutics Inc,US,,,NASDAQ CAPITAL MARKET,,cs,16783923419,2836,,Inhibikase Therapeutics Inc,Georgia,IKT,"['Health Technology', 'Pharmaceuticals: Major']",http://www.inhibikase.com/,30339-6401
,,,,BlackRock Institutional Trust Company N.A.,,,,NYSE ARCA,,et,,,,BlackRock Institutional Trust Company N.A. - iShares Latin America 40 ,,ILF,"['Miscellaneous', 'Investment Trusts/Mutual Funds']",,
Francis deSouza,5200 Illumina Way,,San Diego,Illumina Inc,US,,,NASDAQ/NGS (GLOBAL SELECT MARKET),Analytical Laboratory Instrument Manufacturing ,cs,18582024500,3826,Manufacturing,Illumina Inc,California,ILMN,"['Health Technology', 'Biotechnology', 'Manufacturing', 'Analytical Laboratory Instrument Manufacturing ']",https://www.illumina.com,92122-4616
John Murray,Two Newton Place,"255 Washington Street, Suite 300",Newton,Industrial Logistics Properties Trust,US,,,NASDAQ/NGS (GLOBAL SELECT MARKET),Other Activities Related to Real Estate ,cs,16177968303,6798,Real Estate and Rental and Leasing,Industrial Logistics Properties Trust,Massachusetts,ILPT,"['Finance', 'Real Estate Investment Trusts', 'Real Estate and Rental and Leasing', 'Other Activities Related to Real Estate ']",https://www.ilptreit.com/home/default.aspx,02458
,,,,BlackRock Institutional Trust Company N.A.,,,,NYSE ARCA,,et,,,,BlackRock Institutional Trust Company N.A. - iShares Core 10+ Year USD,,ILTB,"['Miscellaneous', 'Investment Trusts/Mutual Funds']",,
,,,,I-Mab,,,,NASDAQ/NMS (GLOBAL MARKET),Pharmaceutical Preparation Manufacturing ,ad,,2834,Manufacturing,I-Mab - ADR,,IMAB,"['Health Technology', 'Pharmaceuticals: Major', 'Manufacturing', 'Pharmaceutical Preparation Manufacturing ']",,
,1605 Westgate Cir,,Brentwood,IMAC Holdings Inc,US,,,NASDAQ CAPITAL MARKET,Outpatient Mental Health and Substance Abuse Centers ,cs,18442664622,8093,Health Care and Social Assistance,IMAC Holdings Inc,Tennessee,IMAC,"['Hospital/Nursing Management', 'Medical/Nursing Services', 'Health Services', 'Health Care and Social Assistance', 'Outpatient Mental Health and Substance Abuse Centers ']",https://imacregeneration.com/,37027
,1605 Westgate Cir,,Brentwood,IMAC Holdings Inc,US,,,NASDAQ CAPITAL MARKET,Outpatient Mental Health and Substance Abuse Centers ,wt,18442664622,8093,Health Care and Social Assistance,IMAC Holdings Inc - Warrants (13/12/2023),Tennessee,IMACW,"['Hospital/Nursing Management', 'Medical/Nursing Services', 'Health Services', 'Health Care and Social Assistance', 'Outpatient Mental Health and Substance Abuse Centers ']",https://imacregeneration.com/,37027
Richard Gelfond,2525 Speakman Drive,,Mississauga,Imax Corp,Canada,,,"NEW YORK STOCK EXCHANGE, INC.",Motion Picture and Video Production ,cs,19054036500,3861,Information,Imax Corp,Ontario,IMAX,"['Consumer Services', 'Movies/Entertainment', 'Information', 'Motion Picture and Video Production ']",https://www.imax.com/,L5K 1B1
Timothy Peterman,6740 Shady Oak Rd,,Eden Prairie,iMedia Brands Inc,US,"iMedia Brands, Inc. is a leading interactive media company that owns a growing portfolio of lifestyle television networks, consumer brands and media commerce services. Its brand portfolio spans multiple business models and product categories. Its television brands are ShopHQ, ShopBulldogTV, ShopHQHealth and LaVenta. Its media commerce services brands are Float Left Interactive and i3PL. Its consumer brands include J.W. Hulme, Live Fit and Indigo Thread.",957,NASDAQ CAPITAL MARKET,All Other Miscellaneous Store Retailers (except Tobacco Stores) ,cs,16129475200,5961,Retail Trade,iMedia Brands Inc - Class A,Minnesota,IMBI,"['Retail Trade', 'Catalog/Specialty Distribution', 'Internet Retail', 'All Other Miscellaneous Store Retailers (except Tobacco Stores) ']",https://www.imediabrands.com/,55344-3433
,,,,IM Cannabis Corp,,,,NASDAQ CAPITAL MARKET,Alumina Refining and Primary Aluminum Production ,cs,,,Manufacturing,IM Cannabis Corp,,IMCC,[],,
,,,,Immunocore Holdings plc,,,,NASDAQ/NGS (GLOBAL SELECT MARKET),Research and Development in Biotechnology ,ad,,2836,"Professional, Scientific, and Technical Services",Immunocore Holdings plc - ADR,,IMCR,[],,
Mark Enyedy,84 State St,,Boston,"Immunogen, Inc.",US,,,NASDAQ/NGS (GLOBAL SELECT MARKET),Pharmaceutical Preparation Manufacturing ,cs,17818950600,2834,Manufacturing,"Immunogen, Inc.",Massachusetts,IMGN,"['Health Technology', 'Biotechnology', 'Manufacturing', 'Pharmaceutical Preparation Manufacturing ']",http://www.immunogen.com/,02109-2202
,,,,"Impac Mortgage Holdings, Inc.",,,,NYSE MKT LLC,Other Financial Vehicles ,cs,,6798,Finance and Insurance,"Impac Mortgage Holdings, Inc.",,IMH,"['Finance', 'Real Estate Investment Trusts', 'Finance/Rental/Leasing', 'Finance and Insurance', 'Other Financial Vehicles ']",,
James Lanning,Po Box 6676,,Asheville,"Ingles Markets, Inc.",US,,,NASDAQ/NGS (GLOBAL SELECT MARKET),Supermarkets and Other Grocery (except Convenience) Stores ,cs,18286692941,5411,Retail Trade,"Ingles Markets, Inc. - Class A",North Carolina,IMKTA,"['Retail Trade', 'Food Retail', 'Supermarkets and Other Grocery (except Convenience) Stores ']",https://www.ingles-markets.com/,28816-6676
James Staley,Canary Wharf,,1 Churchill Place,Barclays Bank PLC,United Kingdom,,,CBOE BZX U.S. EQUITIES EXCHANGE,Commercial Banking ,struct,442035554619,6029,Finance and Insurance,Barclays Bank PLC - FR SP ETN REDEEM 15/12/2042 USD 25 - Ser A,London,IMLP,"['Miscellaneous', 'Investment Trusts/Mutual Funds', 'Finance and Insurance', 'Commercial Banking ']",https://www.barclays.co.uk/,E14 5HP
Marc Voigt,Plaza Building,L 12 95 Pitt St,Sydney,Immutep Limited,Australia,,,NASDAQ/NMS (GLOBAL MARKET),Research and Development in Biotechnology ,ad,61292761224,2834,"Professional, Scientific, and Technical Services",Immutep Limited - ADR,New South Wales,IMMP,"['Health Technology', 'Biotechnology']",http://www.immutep.com/,2000
Ramzi Haidamus,330 Townsend Street,Suite 234,San Francisco,Immersion Corp,US,,,NASDAQ/NGS (GLOBAL SELECT MARKET),Computer Storage Device Manufacturing ,cs,14084671900,3577,Manufacturing,Immersion Corp,California,IMMR,"['Electronic Technology', 'Computer Peripherals', 'Manufacturing', 'Computer Storage Device Manufacturing ']",https://www.immersion.com/,94107
,,,,Immunome Inc,,,,NASDAQ CAPITAL MARKET,Pharmaceutical Preparation Manufacturing ,cs,,2834,Manufacturing,Immunome Inc,,IMNM,"['Health Technology', 'Biotechnology']",,
,505 Quarry Park Blvd. Se,,Calgary,Imperial Oil Ltd.,Canada,,,NYSE MKT LLC,Petroleum Refineries,cs,,2911,Manufacturing,Imperial Oil Ltd.,Alberta,IMO,"['Energy Minerals', 'Integrated Oil', 'Manufacturing', 'Petroleum Refineries']",,T2C 5N1
,,,,Alpha Architect Etf Trust,,,,CBOE BZX U.S. EQUITIES EXCHANGE,,et,,,,Alpha Architect Etf Trust - Alpha Architect International Quantitative,,IMOM,"['Miscellaneous', 'Investment Trusts/Mutual Funds']",,
,,,,Chipmos Technologies Inc,,,,NASDAQ/NGS (GLOBAL SELECT MARKET),Semiconductor and Related Device Manufacturing ,ad,,3674,Manufacturing,Chipmos Technologies Inc - ADR,,IMOS,"['Electronic Technology', 'Semiconductors', 'Manufacturing', 'Semiconductor and Related Device Manufacturing ']",,
,,,,AEA-Bridges Impact Corp,,,,"NEW YORK STOCK EXCHANGE, INC.",,cs,,6770,,AEA-Bridges Impact Corp - Class A,,IMPX,"['Finance', 'Investment Managers']",,
,,,,AEA-Bridges Impact Corp,,,,"NEW YORK STOCK EXCHANGE, INC.",,wt,,6770,,AEA-Bridges Impact Corp - Warrants (19/09/2025),,IMPX+,"['Finance', 'Investment Managers']",,
